YEAR,LocationAbbr,LocationDesc,TopicDesc,MeasureDesc,Data_Value,Sample_Size,Gender,Race,Age,Education
2015,NH,New Hampshire,Cigarette Use (Adults),Current Smoking,22.8,"1,769",Overall,All Races,Age 25 and Older,12th Grade
2015,NH,New Hampshire,Cigarette Use (Adults),Current Smoking,10.9,"4,445",Overall,All Races,Age 25 and Older,> 12th Grade
2015,NH,New Hampshire,Cigarette Use (Adults),Current Smoking,18,697,Female,All Races,18 to 44 Years,All Grades
2015,NJ,New Jersey,Cigarette Use (Adults),Current Smoking,13.5,"10,959",Overall,All Races,All Ages,All Grades
2015,NJ,New Jersey,Cigarette Use (Adults),Current Smoking,15.7,"4,481",Male,All Races,All Ages,All Grades
2015,NJ,New Jersey,Cigarette Use (Adults),Current Smoking,11.5,"6,478",Female,All Races,All Ages,All Grades
2015,NJ,New Jersey,Cigarette Use (Adults),Current Smoking,18.3,"1,302",Overall,African American,All Ages,All Grades
2015,NJ,New Jersey,Cigarette Use (Adults),Current Smoking,8,54,Overall,American Indian/Alaska Native,All Ages,All Grades
2015,NJ,New Jersey,Cigarette Use (Adults),Current Smoking,9,395,Overall,Asian/Pacific Islander,All Ages,All Grades
2015,NJ,New Jersey,Cigarette Use (Adults),Current Smoking,11,"1,186",Overall,Hispanic,All Ages,All Grades
2015,NJ,New Jersey,Cigarette Use (Adults),Current Smoking,14,"7,649",Overall,White,All Ages,All Grades
2015,NJ,New Jersey,Cigarette Use (Adults),Current Smoking,11.7,563,Overall,All Races,18 to 24 Years,All Grades
2015,NJ,New Jersey,Cigarette Use (Adults),Current Smoking,17.1,"2,406",Overall,All Races,25 to 44 Years,All Grades
2015,NJ,New Jersey,Cigarette Use (Adults),Current Smoking,14.3,"4,632",Overall,All Races,45 to 64 Years,All Grades
2015,NJ,New Jersey,Cigarette Use (Adults),Current Smoking,7.5,"3,358",Overall,All Races,65 Years and Older,All Grades
2015,NJ,New Jersey,Cigarette Use (Adults),Current Smoking,15.5,702,Overall,All Races,Age 20 and Older,< 12th Grade
2015,NJ,New Jersey,Cigarette Use (Adults),Current Smoking,19.6,"2,786",Overall,All Races,Age 20 and Older,12th Grade
2015,NJ,New Jersey,Cigarette Use (Adults),Current Smoking,10.8,"7,286",Overall,All Races,Age 20 and Older,> 12th Grade
2015,NJ,New Jersey,Cigarette Use (Adults),Current Smoking,15,686,Overall,All Races,Age 25 and Older,< 12th Grade
2015,NJ,New Jersey,Cigarette Use (Adults),Current Smoking,19.3,"2,670",Overall,All Races,Age 25 and Older,12th Grade
2015,NJ,New Jersey,Cigarette Use (Adults),Current Smoking,10.9,"6,999",Overall,All Races,Age 25 and Older,> 12th Grade
2015,NJ,New Jersey,Cigarette Use (Adults),Current Smoking,11.6,"1,652",Female,All Races,18 to 44 Years,All Grades
2015,NM,New Mexico,Cigarette Use (Adults),Current Smoking,17.5,"6,447",Overall,All Races,All Ages,All Grades
2015,NM,New Mexico,Cigarette Use (Adults),Current Smoking,19.1,"2,712",Male,All Races,All Ages,All Grades
2015,NM,New Mexico,Cigarette Use (Adults),Current Smoking,16,"3,735",Female,All Races,All Ages,All Grades
2015,NM,New Mexico,Cigarette Use (Adults),Current Smoking,35.1,71,Overall,African American,All Ages,All Grades
2015,NM,New Mexico,Cigarette Use (Adults),Current Smoking,12.6,552,Overall,American Indian/Alaska Native,All Ages,All Grades
2015,NM,New Mexico,Cigarette Use (Adults),Current Smoking,,,Overall,Asian/Pacific Islander,All Ages,All Grades
2015,NM,New Mexico,Cigarette Use (Adults),Current Smoking,18.1,"2,037",Overall,Hispanic,All Ages,All Grades
2015,NM,New Mexico,Cigarette Use (Adults),Current Smoking,16.6,"3,518",Overall,White,All Ages,All Grades
2015,NM,New Mexico,Cigarette Use (Adults),Current Smoking,16.4,305,Overall,All Races,18 to 24 Years,All Grades
2015,NM,New Mexico,Cigarette Use (Adults),Current Smoking,21,"1,251",Overall,All Races,25 to 44 Years,All Grades
2015,NM,New Mexico,Cigarette Use (Adults),Current Smoking,18.7,"2,571",Overall,All Races,45 to 64 Years,All Grades
2015,NM,New Mexico,Cigarette Use (Adults),Current Smoking,10.8,"2,320",Overall,All Races,65 Years and Older,All Grades
2015,NM,New Mexico,Cigarette Use (Adults),Current Smoking,24.4,746,Overall,All Races,Age 20 and Older,< 12th Grade
2015,NM,New Mexico,Cigarette Use (Adults),Current Smoking,22.2,"1,684",Overall,All Races,Age 20 and Older,12th Grade
2015,NM,New Mexico,Cigarette Use (Adults),Current Smoking,14.4,"3,912",Overall,All Races,Age 20 and Older,> 12th Grade
2015,NM,New Mexico,Cigarette Use (Adults),Current Smoking,24.5,731,Overall,All Races,Age 25 and Older,< 12th Grade
2015,NM,New Mexico,Cigarette Use (Adults),Current Smoking,21.1,"1,611",Overall,All Races,Age 25 and Older,12th Grade
2015,NM,New Mexico,Cigarette Use (Adults),Current Smoking,14,"3,783",Overall,All Races,Age 25 and Older,> 12th Grade
2015,NM,New Mexico,Cigarette Use (Adults),Current Smoking,18.9,842,Female,All Races,18 to 44 Years,All Grades
2015,NY,New York,Cigarette Use (Adults),Current Smoking,15.2,"11,683",Overall,All Races,All Ages,All Grades
2015,NY,New York,Cigarette Use (Adults),Current Smoking,17.7,"4,934",Male,All Races,All Ages,All Grades
2015,NY,New York,Cigarette Use (Adults),Current Smoking,12.9,"6,749",Female,All Races,All Ages,All Grades
2015,NY,New York,Cigarette Use (Adults),Current Smoking,15.9,"1,197",Overall,African American,All Ages,All Grades
2015,NY,New York,Cigarette Use (Adults),Current Smoking,29.8,80,Overall,American Indian/Alaska Native,All Ages,All Grades
2015,NY,New York,Cigarette Use (Adults),Current Smoking,10.4,487,Overall,Asian/Pacific Islander,All Ages,All Grades
2015,NY,New York,Cigarette Use (Adults),Current Smoking,14.2,"1,389",Overall,Hispanic,All Ages,All Grades
2015,NY,New York,Cigarette Use (Adults),Current Smoking,16,"8,075",Overall,White,All Ages,All Grades
2015,NY,New York,Cigarette Use (Adults),Current Smoking,14,613,Overall,All Races,18 to 24 Years,All Grades
2015,NY,New York,Cigarette Use (Adults),Current Smoking,18,"2,571",Overall,All Races,25 to 44 Years,All Grades
2015,NY,New York,Cigarette Use (Adults),Current Smoking,17,"4,641",Overall,All Races,45 to 64 Years,All Grades
2015,NY,New York,Cigarette Use (Adults),Current Smoking,8.1,"3,858",Overall,All Races,65 Years and Older,All Grades
2015,NY,New York,Cigarette Use (Adults),Current Smoking,23.2,"1,012",Overall,All Races,Age 20 and Older,< 12th Grade
2015,NY,New York,Cigarette Use (Adults),Current Smoking,21.4,"2,721",Overall,All Races,Age 20 and Older,12th Grade
2015,NY,New York,Cigarette Use (Adults),Current Smoking,11.3,"7,730",Overall,All Races,Age 20 and Older,> 12th Grade
2015,NY,New York,Cigarette Use (Adults),Current Smoking,22,983,Overall,All Races,Age 25 and Older,< 12th Grade
2015,NY,New York,Cigarette Use (Adults),Current Smoking,21.2,"2,605",Overall,All Races,Age 25 and Older,12th Grade
2015,NY,New York,Cigarette Use (Adults),Current Smoking,11.2,"7,422",Overall,All Races,Age 25 and Older,> 12th Grade
2015,NY,New York,Cigarette Use (Adults),Current Smoking,13,"1,747",Female,All Races,18 to 44 Years,All Grades
2015,NC,North Carolina,Cigarette Use (Adults),Current Smoking,19,"6,499",Overall,All Races,All Ages,All Grades
2015,NC,North Carolina,Cigarette Use (Adults),Current Smoking,21.9,"2,779",Male,All Races,All Ages,All Grades
2015,NC,North Carolina,Cigarette Use (Adults),Current Smoking,16.3,"3,720",Female,All Races,All Ages,All Grades
2015,NC,North Carolina,Cigarette Use (Adults),Current Smoking,21.6,"1,251",Overall,African American,All Ages,All Grades
2015,NC,North Carolina,Cigarette Use (Adults),Current Smoking,30.2,90,Overall,American Indian/Alaska Native,All Ages,All Grades
2015,NC,North Carolina,Cigarette Use (Adults),Current Smoking,5.2,82,Overall,Asian/Pacific Islander,All Ages,All Grades
2015,NC,North Carolina,Cigarette Use (Adults),Current Smoking,8.6,479,Overall,Hispanic,All Ages,All Grades
2015,NC,North Carolina,Cigarette Use (Adults),Current Smoking,19.5,"4,383",Overall,White,All Ages,All Grades
2015,NC,North Carolina,Cigarette Use (Adults),Current Smoking,22.9,433,Overall,All Races,18 to 24 Years,All Grades
2015,NC,North Carolina,Cigarette Use (Adults),Current Smoking,21.8,"1,695",Overall,All Races,25 to 44 Years,All Grades
2015,NC,North Carolina,Cigarette Use (Adults),Current Smoking,20.6,"2,509",Overall,All Races,45 to 64 Years,All Grades
2015,NC,North Carolina,Cigarette Use (Adults),Current Smoking,9.1,"1,862",Overall,All Races,65 Years and Older,All Grades
2015,NC,North Carolina,Cigarette Use (Adults),Current Smoking,27.6,683,Overall,All Races,Age 20 and Older,< 12th Grade
2015,NC,North Carolina,Cigarette Use (Adults),Current Smoking,25.8,"1,728",Overall,All Races,Age 20 and Older,12th Grade
2015,NC,North Carolina,Cigarette Use (Adults),Current Smoking,13.9,"3,948",Overall,All Races,Age 20 and Older,> 12th Grade
2015,NC,North Carolina,Cigarette Use (Adults),Current Smoking,26.8,661,Overall,All Races,Age 25 and Older,< 12th Grade
2015,NC,North Carolina,Cigarette Use (Adults),Current Smoking,24.5,"1,624",Overall,All Races,Age 25 and Older,12th Grade
2015,NC,North Carolina,Cigarette Use (Adults),Current Smoking,13.6,"3,754",Overall,All Races,Age 25 and Older,> 12th Grade
2015,NC,North Carolina,Cigarette Use (Adults),Current Smoking,17.8,"1,141",Female,All Races,18 to 44 Years,All Grades
2015,ND,North Dakota,Cigarette Use (Adults),Current Smoking,18.7,"4,823",Overall,All Races,All Ages,All Grades
2015,ND,North Dakota,Cigarette Use (Adults),Current Smoking,21.9,"2,174",Male,All Races,All Ages,All Grades
2015,ND,North Dakota,Cigarette Use (Adults),Current Smoking,15.4,"2,649",Female,All Races,All Ages,All Grades
2015,ND,North Dakota,Cigarette Use (Adults),Current Smoking,,,Overall,African American,All Ages,All Grades
2015,ND,North Dakota,Cigarette Use (Adults),Current Smoking,42.1,163,Overall,American Indian/Alaska Native,All Ages,All Grades
2015,ND,North Dakota,Cigarette Use (Adults),Current Smoking,,,Overall,Asian/Pacific Islander,All Ages,All Grades
2015,ND,North Dakota,Cigarette Use (Adults),Current Smoking,,,Overall,Hispanic,All Ages,All Grades
2015,ND,North Dakota,Cigarette Use (Adults),Current Smoking,17.3,"4,441",Overall,White,All Ages,All Grades
2015,ND,North Dakota,Cigarette Use (Adults),Current Smoking,20.6,257,Overall,All Races,18 to 24 Years,All Grades
2015,ND,North Dakota,Cigarette Use (Adults),Current Smoking,22.8,982,Overall,All Races,25 to 44 Years,All Grades
2015,ND,North Dakota,Cigarette Use (Adults),Current Smoking,20.1,"1,822",Overall,All Races,45 to 64 Years,All Grades
2015,ND,North Dakota,Cigarette Use (Adults),Current Smoking,8.2,"1,762",Overall,All Races,65 Years and Older,All Grades
2015,ND,North Dakota,Cigarette Use (Adults),Current Smoking,31.8,276,Overall,All Races,Age 20 and Older,< 12th Grade
2015,ND,North Dakota,Cigarette Use (Adults),Current Smoking,28.8,"1,375",Overall,All Races,Age 20 and Older,12th Grade
2015,ND,North Dakota,Cigarette Use (Adults),Current Smoking,13.5,"3,097",Overall,All Races,Age 20 and Older,> 12th Grade
2015,ND,North Dakota,Cigarette Use (Adults),Current Smoking,28.4,267,Overall,All Races,Age 25 and Older,< 12th Grade
2015,ND,North Dakota,Cigarette Use (Adults),Current Smoking,27.6,"1,303",Overall,All Races,Age 25 and Older,12th Grade
2015,ND,North Dakota,Cigarette Use (Adults),Current Smoking,13.7,"2,983",Overall,All Races,Age 25 and Older,> 12th Grade
2015,ND,North Dakota,Cigarette Use (Adults),Current Smoking,19.2,586,Female,All Races,18 to 44 Years,All Grades
2015,OH,Ohio,Cigarette Use (Adults),Current Smoking,21.6,"11,522",Overall,All Races,All Ages,All Grades
2015,OH,Ohio,Cigarette Use (Adults),Current Smoking,23.1,"4,597",Male,All Races,All Ages,All Grades
2015,OH,Ohio,Cigarette Use (Adults),Current Smoking,20.2,"6,925",Female,All Races,All Ages,All Grades
2015,OH,Ohio,Cigarette Use (Adults),Current Smoking,28.2,720,Overall,African American,All Ages,All Grades
2015,OH,Ohio,Cigarette Use (Adults),Current Smoking,37.1,73,Overall,American Indian/Alaska Native,All Ages,All Grades
2015,OH,Ohio,Cigarette Use (Adults),Current Smoking,8.8,91,Overall,Asian/Pacific Islander,All Ages,All Grades
2015,OH,Ohio,Cigarette Use (Adults),Current Smoking,29.2,151,Overall,Hispanic,All Ages,All Grades
2015,OH,Ohio,Cigarette Use (Adults),Current Smoking,20.4,"10,151",Overall,White,All Ages,All Grades
2015,OH,Ohio,Cigarette Use (Adults),Current Smoking,22.2,433,Overall,All Races,18 to 24 Years,All Grades
2015,OH,Ohio,Cigarette Use (Adults),Current Smoking,26.8,"1,950",Overall,All Races,25 to 44 Years,All Grades
2015,OH,Ohio,Cigarette Use (Adults),Current Smoking,23.6,"4,488",Overall,All Races,45 to 64 Years,All Grades
2015,OH,Ohio,Cigarette Use (Adults),Current Smoking,9.9,"4,651",Overall,All Races,65 Years and Older,All Grades
2015,OH,Ohio,Cigarette Use (Adults),Current Smoking,44.8,814,Overall,All Races,Age 20 and Older,< 12th Grade
2015,OH,Ohio,Cigarette Use (Adults),Current Smoking,24.5,"4,122",Overall,All Races,Age 20 and Older,12th Grade
2015,OH,Ohio,Cigarette Use (Adults),Current Smoking,15.6,"6,426",Overall,All Races,Age 20 and Older,> 12th Grade
2015,OH,Ohio,Cigarette Use (Adults),Current Smoking,42.9,793,Overall,All Races,Age 25 and Older,< 12th Grade
2015,OH,Ohio,Cigarette Use (Adults),Current Smoking,24.2,"4,014",Overall,All Races,Age 25 and Older,12th Grade
2015,OH,Ohio,Cigarette Use (Adults),Current Smoking,15.7,"6,250",Overall,All Races,Age 25 and Older,> 12th Grade
2015,OH,Ohio,Cigarette Use (Adults),Current Smoking,24.3,"1,288",Female,All Races,18 to 44 Years,All Grades
2015,OK,Oklahoma,Cigarette Use (Adults),Current Smoking,22.2,"6,753",Overall,All Races,All Ages,All Grades
2015,OK,Oklahoma,Cigarette Use (Adults),Current Smoking,24,"2,674",Male,All Races,All Ages,All Grades
2015,OK,Oklahoma,Cigarette Use (Adults),Current Smoking,20.4,"4,079",Female,All Races,All Ages,All Grades
2015,OK,Oklahoma,Cigarette Use (Adults),Current Smoking,25,391,Overall,African American,All Ages,All Grades
2015,OK,Oklahoma,Cigarette Use (Adults),Current Smoking,32.5,460,Overall,American Indian/Alaska Native,All Ages,All Grades
2015,OK,Oklahoma,Cigarette Use (Adults),Current Smoking,3.4,54,Overall,Asian/Pacific Islander,All Ages,All Grades
2015,OK,Oklahoma,Cigarette Use (Adults),Current Smoking,17.1,282,Overall,Hispanic,All Ages,All Grades
2015,OK,Oklahoma,Cigarette Use (Adults),Current Smoking,21.5,"5,198",Overall,White,All Ages,All Grades
2015,OK,Oklahoma,Cigarette Use (Adults),Current Smoking,22.3,246,Overall,All Races,18 to 24 Years,All Grades
2015,OK,Oklahoma,Cigarette Use (Adults),Current Smoking,26,"1,243",Overall,All Races,25 to 44 Years,All Grades
2015,OK,Oklahoma,Cigarette Use (Adults),Current Smoking,23.6,"2,465",Overall,All Races,45 to 64 Years,All Grades
2015,OK,Oklahoma,Cigarette Use (Adults),Current Smoking,13,"2,799",Overall,All Races,65 Years and Older,All Grades
2015,OK,Oklahoma,Cigarette Use (Adults),Current Smoking,37.9,520,Overall,All Races,Age 20 and Older,< 12th Grade
2015,OK,Oklahoma,Cigarette Use (Adults),Current Smoking,25.5,"2,083",Overall,All Races,Age 20 and Older,12th Grade
2015,OK,Oklahoma,Cigarette Use (Adults),Current Smoking,16.5,"4,067",Overall,All Races,Age 20 and Older,> 12th Grade
2015,OK,Oklahoma,Cigarette Use (Adults),Current Smoking,36.8,510,Overall,All Races,Age 25 and Older,< 12th Grade
2015,OK,Oklahoma,Cigarette Use (Adults),Current Smoking,25.5,"2,023",Overall,All Races,Age 25 and Older,12th Grade
2015,OK,Oklahoma,Cigarette Use (Adults),Current Smoking,16.7,"3,962",Overall,All Races,Age 25 and Older,> 12th Grade
2015,OK,Oklahoma,Cigarette Use (Adults),Current Smoking,22.6,852,Female,All Races,18 to 44 Years,All Grades
2015,OR,Oregon,Cigarette Use (Adults),Current Smoking,17.1,"5,119",Overall,All Races,All Ages,All Grades
2015,OR,Oregon,Cigarette Use (Adults),Current Smoking,17.9,"2,264",Male,All Races,All Ages,All Grades
2015,OR,Oregon,Cigarette Use (Adults),Current Smoking,16.3,"2,855",Female,All Races,All Ages,All Grades
2015,OR,Oregon,Cigarette Use (Adults),Current Smoking,30.7,51,Overall,African American,All Ages,All Grades
2015,OR,Oregon,Cigarette Use (Adults),Current Smoking,26.1,56,Overall,American Indian/Alaska Native,All Ages,All Grades
2015,OR,Oregon,Cigarette Use (Adults),Current Smoking,6.3,83,Overall,Asian/Pacific Islander,All Ages,All Grades
2015,OR,Oregon,Cigarette Use (Adults),Current Smoking,15.5,209,Overall,Hispanic,All Ages,All Grades
2015,OR,Oregon,Cigarette Use (Adults),Current Smoking,16.6,"4,311",Overall,White,All Ages,All Grades
2015,OR,Oregon,Cigarette Use (Adults),Current Smoking,19.1,290,Overall,All Races,18 to 24 Years,All Grades
2015,OR,Oregon,Cigarette Use (Adults),Current Smoking,19.9,"1,071",Overall,All Races,25 to 44 Years,All Grades
2015,OR,Oregon,Cigarette Use (Adults),Current Smoking,18.8,"1,849",Overall,All Races,45 to 64 Years,All Grades
2015,OR,Oregon,Cigarette Use (Adults),Current Smoking,8.9,"1,909",Overall,All Races,65 Years and Older,All Grades
2015,OR,Oregon,Cigarette Use (Adults),Current Smoking,33.9,247,Overall,All Races,Age 20 and Older,< 12th Grade
2015,OR,Oregon,Cigarette Use (Adults),Current Smoking,22.9,"1,203",Overall,All Races,Age 20 and Older,12th Grade
2015,OR,Oregon,Cigarette Use (Adults),Current Smoking,12.4,"3,567",Overall,All Races,Age 20 and Older,> 12th Grade
2015,OR,Oregon,Cigarette Use (Adults),Current Smoking,32,243,Overall,All Races,Age 25 and Older,< 12th Grade
2015,OR,Oregon,Cigarette Use (Adults),Current Smoking,22.7,"1,134",Overall,All Races,Age 25 and Older,12th Grade
2015,OR,Oregon,Cigarette Use (Adults),Current Smoking,12.2,"3,427",Overall,All Races,Age 25 and Older,> 12th Grade
2015,OR,Oregon,Cigarette Use (Adults),Current Smoking,19.7,688,Female,All Races,18 to 44 Years,All Grades
2015,PA,Pennsylvania,Cigarette Use (Adults),Current Smoking,18.1,"5,531",Overall,All Races,All Ages,All Grades
2015,PA,Pennsylvania,Cigarette Use (Adults),Current Smoking,19.8,"2,434",Male,All Races,All Ages,All Grades
2015,PA,Pennsylvania,Cigarette Use (Adults),Current Smoking,16.6,"3,097",Female,All Races,All Ages,All Grades
2015,PA,Pennsylvania,Cigarette Use (Adults),Current Smoking,25.6,434,Overall,African American,All Ages,All Grades
2015,PA,Pennsylvania,Cigarette Use (Adults),Current Smoking,,,Overall,American Indian/Alaska Native,All Ages,All Grades
2015,PA,Pennsylvania,Cigarette Use (Adults),Current Smoking,6.3,97,Overall,Asian/Pacific Islander,All Ages,All Grades
2015,PA,Pennsylvania,Cigarette Use (Adults),Current Smoking,25.3,152,Overall,Hispanic,All Ages,All Grades
2015,PA,Pennsylvania,Cigarette Use (Adults),Current Smoking,17.1,"4,648",Overall,White,All Ages,All Grades
2015,PA,Pennsylvania,Cigarette Use (Adults),Current Smoking,15.3,360,Overall,All Races,18 to 24 Years,All Grades
2015,PA,Pennsylvania,Cigarette Use (Adults),Current Smoking,23.8,"1,260",Overall,All Races,25 to 44 Years,All Grades
2015,PA,Pennsylvania,Cigarette Use (Adults),Current Smoking,19.9,"2,196",Overall,All Races,45 to 64 Years,All Grades
2015,PA,Pennsylvania,Cigarette Use (Adults),Current Smoking,9,"1,715",Overall,All Races,65 Years and Older,All Grades
2015,PA,Pennsylvania,Cigarette Use (Adults),Current Smoking,32.7,300,Overall,All Races,Age 20 and Older,< 12th Grade
2015,PA,Pennsylvania,Cigarette Use (Adults),Current Smoking,22.2,"1,807",Overall,All Races,Age 20 and Older,12th Grade
2015,PA,Pennsylvania,Cigarette Use (Adults),Current Smoking,13.4,"3,318",Overall,All Races,Age 20 and Older,> 12th Grade
2015,PA,Pennsylvania,Cigarette Use (Adults),Current Smoking,31.8,289,Overall,All Races,Age 25 and Older,< 12th Grade
2015,PA,Pennsylvania,Cigarette Use (Adults),Current Smoking,22.1,"1,730",Overall,All Races,Age 25 and Older,12th Grade
2015,PA,Pennsylvania,Cigarette Use (Adults),Current Smoking,13.6,"3,141",Overall,All Races,Age 25 and Older,> 12th Grade
2015,PA,Pennsylvania,Cigarette Use (Adults),Current Smoking,19.1,827,Female,All Races,18 to 44 Years,All Grades
2015,PR,Puerto Rico,Cigarette Use (Adults),Current Smoking,10.7,"5,331",Overall,All Races,All Ages,All Grades
2015,PR,Puerto Rico,Cigarette Use (Adults),Current Smoking,14.6,"1,934",Male,All Races,All Ages,All Grades
2015,PR,Puerto Rico,Cigarette Use (Adults),Current Smoking,7.4,"3,397",Female,All Races,All Ages,All Grades
2015,PR,Puerto Rico,Cigarette Use (Adults),Current Smoking,,,Overall,African American,All Ages,All Grades
2015,PR,Puerto Rico,Cigarette Use (Adults),Current Smoking,,,Overall,American Indian/Alaska Native,All Ages,All Grades
2015,PR,Puerto Rico,Cigarette Use (Adults),Current Smoking,,,Overall,Asian/Pacific Islander,All Ages,All Grades
2015,PR,Puerto Rico,Cigarette Use (Adults),Current Smoking,10.7,"5,278",Overall,Hispanic,All Ages,All Grades
2015,PR,Puerto Rico,Cigarette Use (Adults),Current Smoking,,,Overall,White,All Ages,All Grades
2015,PR,Puerto Rico,Cigarette Use (Adults),Current Smoking,6.4,425,Overall,All Races,18 to 24 Years,All Grades
2015,PR,Puerto Rico,Cigarette Use (Adults),Current Smoking,15.1,"1,300",Overall,All Races,25 to 44 Years,All Grades
2015,PR,Puerto Rico,Cigarette Use (Adults),Current Smoking,11.6,"1,893",Overall,All Races,45 to 64 Years,All Grades
2015,PR,Puerto Rico,Cigarette Use (Adults),Current Smoking,5.2,"1,713",Overall,All Races,65 Years and Older,All Grades
2015,PR,Puerto Rico,Cigarette Use (Adults),Current Smoking,13.2,"1,098",Overall,All Races,Age 20 and Older,< 12th Grade
2015,PR,Puerto Rico,Cigarette Use (Adults),Current Smoking,10.6,"1,299",Overall,All Races,Age 20 and Older,12th Grade
2015,PR,Puerto Rico,Cigarette Use (Adults),Current Smoking,9.9,"2,803",Overall,All Races,Age 20 and Older,> 12th Grade
2015,PR,Puerto Rico,Cigarette Use (Adults),Current Smoking,13,"1,087",Overall,All Races,Age 25 and Older,< 12th Grade
2015,PR,Puerto Rico,Cigarette Use (Adults),Current Smoking,11.4,"1,229",Overall,All Races,Age 25 and Older,12th Grade
2015,PR,Puerto Rico,Cigarette Use (Adults),Current Smoking,10.2,"2,567",Overall,All Races,Age 25 and Older,> 12th Grade
2015,PR,Puerto Rico,Cigarette Use (Adults),Current Smoking,8.5,"1,060",Female,All Races,18 to 44 Years,All Grades
2015,RI,Rhode Island,Cigarette Use (Adults),Current Smoking,15.5,"5,919",Overall,All Races,All Ages,All Grades
2015,RI,Rhode Island,Cigarette Use (Adults),Current Smoking,18.5,"2,447",Male,All Races,All Ages,All Grades
2015,RI,Rhode Island,Cigarette Use (Adults),Current Smoking,12.8,"3,472",Female,All Races,All Ages,All Grades
2015,RI,Rhode Island,Cigarette Use (Adults),Current Smoking,18.5,203,Overall,African American,All Ages,All Grades
2015,RI,Rhode Island,Cigarette Use (Adults),Current Smoking,,,Overall,American Indian/Alaska Native,All Ages,All Grades
2015,RI,Rhode Island,Cigarette Use (Adults),Current Smoking,13.1,71,Overall,Asian/Pacific Islander,All Ages,All Grades
2015,RI,Rhode Island,Cigarette Use (Adults),Current Smoking,10.8,399,Overall,Hispanic,All Ages,All Grades
2015,RI,Rhode Island,Cigarette Use (Adults),Current Smoking,15.7,"4,935",Overall,White,All Ages,All Grades
2015,RI,Rhode Island,Cigarette Use (Adults),Current Smoking,11.5,262,Overall,All Races,18 to 24 Years,All Grades
2015,RI,Rhode Island,Cigarette Use (Adults),Current Smoking,20.9,"1,035",Overall,All Races,25 to 44 Years,All Grades
2015,RI,Rhode Island,Cigarette Use (Adults),Current Smoking,17,"2,431",Overall,All Races,45 to 64 Years,All Grades
2015,RI,Rhode Island,Cigarette Use (Adults),Current Smoking,7.5,"2,191",Overall,All Races,65 Years and Older,All Grades
2015,RI,Rhode Island,Cigarette Use (Adults),Current Smoking,27.1,484,Overall,All Races,Age 20 and Older,< 12th Grade
2015,RI,Rhode Island,Cigarette Use (Adults),Current Smoking,19.6,"1,538",Overall,All Races,Age 20 and Older,12th Grade
2015,RI,Rhode Island,Cigarette Use (Adults),Current Smoking,11,"3,811",Overall,All Races,Age 20 and Older,> 12th Grade
2015,RI,Rhode Island,Cigarette Use (Adults),Current Smoking,26,472,Overall,All Races,Age 25 and Older,< 12th Grade
2015,RI,Rhode Island,Cigarette Use (Adults),Current Smoking,20.4,"1,481",Overall,All Races,Age 25 and Older,12th Grade
2015,RI,Rhode Island,Cigarette Use (Adults),Current Smoking,11.6,"3,684",Overall,All Races,Age 25 and Older,> 12th Grade
2015,RI,Rhode Island,Cigarette Use (Adults),Current Smoking,13,720,Female,All Races,18 to 44 Years,All Grades
2015,SC,South Carolina,Cigarette Use (Adults),Current Smoking,19.7,"11,226",Overall,All Races,All Ages,All Grades
2015,SC,South Carolina,Cigarette Use (Adults),Current Smoking,23.4,"4,687",Male,All Races,All Ages,All Grades
2015,SC,South Carolina,Cigarette Use (Adults),Current Smoking,16.2,"6,539",Female,All Races,All Ages,All Grades
2015,SC,South Carolina,Cigarette Use (Adults),Current Smoking,19.6,"2,714",Overall,African American,All Ages,All Grades
2015,SC,South Carolina,Cigarette Use (Adults),Current Smoking,31.6,73,Overall,American Indian/Alaska Native,All Ages,All Grades
2015,SC,South Carolina,Cigarette Use (Adults),Current Smoking,9.3,80,Overall,Asian/Pacific Islander,All Ages,All Grades
2015,SC,South Carolina,Cigarette Use (Adults),Current Smoking,10.6,207,Overall,Hispanic,All Ages,All Grades
2015,SC,South Carolina,Cigarette Use (Adults),Current Smoking,19.8,"7,699",Overall,White,All Ages,All Grades
2015,SC,South Carolina,Cigarette Use (Adults),Current Smoking,20.6,578,Overall,All Races,18 to 24 Years,All Grades
2015,SC,South Carolina,Cigarette Use (Adults),Current Smoking,24.1,"2,244",Overall,All Races,25 to 44 Years,All Grades
2015,SC,South Carolina,Cigarette Use (Adults),Current Smoking,21.9,"4,200",Overall,All Races,45 to 64 Years,All Grades
2015,SC,South Carolina,Cigarette Use (Adults),Current Smoking,8.8,"4,204",Overall,All Races,65 Years and Older,All Grades
2015,SC,South Carolina,Cigarette Use (Adults),Current Smoking,35.1,"1,174",Overall,All Races,Age 20 and Older,< 12th Grade
2015,SC,South Carolina,Cigarette Use (Adults),Current Smoking,25.2,"3,268",Overall,All Races,Age 20 and Older,12th Grade
2015,SC,South Carolina,Cigarette Use (Adults),Current Smoking,13.1,"6,607",Overall,All Races,Age 20 and Older,> 12th Grade
2015,SC,South Carolina,Cigarette Use (Adults),Current Smoking,33.1,"1,150",Overall,All Races,Age 25 and Older,< 12th Grade
2015,SC,South Carolina,Cigarette Use (Adults),Current Smoking,24.4,"3,147",Overall,All Races,Age 25 and Older,12th Grade
2015,SC,South Carolina,Cigarette Use (Adults),Current Smoking,13.1,"6,325",Overall,All Races,Age 25 and Older,> 12th Grade
